260,192,880,192,880,267,260,267,ASO ELECTRICAL TRADING SDN BHD
499,258,647,258,647,300,499,300,1000131-K
354,295,775,295,775,353,354,353,NO 31G, JALAN SEPADU C 25/C.
331,331,797,331,797,391,331,391,SECTION 25, TAMAN INDUSTRIES.
309,366,810,366,810,421,309,421,AXIS 40400 SHAH ALAM, SELANGOR.
238,404,626,404,626,455,238,455,TEL: 03-51221701,51313091
649,426,901,426,901,477,649,477,FAX: 03-51215716
419,468,752,468,752,512,419,512,GST NO: 000683900928
474,521,675,521,675,565,474,565,TAX INVOICE
205,565,304,565,304,600,205,600,BILL TO:
204,640,337,640,337,676,204,676,RECELPT#:
658,666,879,666,879,708,658,708,DATE: 13/10/2017
203,677,368,677,368,715,203,715,SALESPERSON:
655,715,843,715,843,759,655,759,TIME: 11:37:00
199,715,406,715,406,753,199,753,CASHIER: USER
190,808,261,808,261,841,190,841,ITEM
421,823,476,823,476,852,421,852,QTY
527,825,593,825,593,856,527,856,RSP
658,832,731,832,731,861,658,861,RSP
748,839,869,839,869,874,748,874,AMOUNT
199,852,298,852,298,885,199,885,101861
433,861,473,861,473,890,433,890,10
525,863,589,863,589,903,525,903,1.43
660,872,724,872,724,905,660,905,1.51
792,880,867,880,867,915,792,915,15.12
188,883,559,883,559,940,188,940,SR: CABLE LUG 50MM(M10)
188,929,294,929,294,962,188,962,107645
430,947,454,947,454,976,430,976,1
514,947,587,947,587,982,514,982,75.00
640,958,724,958,724,989,640,989,79.50
783,955,858,955,858,997,783,997,79.50
182,968,753,968,753,1028,182,1028,SR: CRIMPING TOOL, HS-38,5.5MM - 38MM
252,1008,387,1008,387,1050,252,1050,TOT QTY:
417,1022,457,1022,457,1051,417,1051,11
781,1037,856,1037,856,1075,781,1075,94.62
346,1079,703,1079,703,1132,346,1132,(EXCLUDED GST) SUB TOTAL :
779,1101,865,1101,865,1139,779,1139,89.26
554,1141,706,1141,706,1187,554,1187,DISCOUNT :
797,1150,859,1150,859,1183,797,1183,0.00
534,1189,697,1189,697,1229,534,1229,TOTAL GST :
790,1205,858,1205,858,1234,790,1234,5.36
494,1231,690,1231,690,1280,494,1280,ROUNDING :
755,1251,857,1251,857,1295,755,1295,-0.02
563,1280,691,1280,691,1333,563,1333,TOTAL :
750,1295,847,1295,847,1328,750,1328,94.60
547,1328,695,1328,695,1374,547,1374,CASH :
733,1342,852,1342,852,1384,733,1384,100.00
516,1375,681,1375,681,1426,516,1426,CHANGE :
766,1392,845,1392,845,1430,766,1430,5.40
154,1461,441,1461,441,1514,154,1514,GST SUMMARY
170,1529,316,1529,316,1564,170,1564,TAX CODE
393,1534,433,1534,433,1576,393,1576,%
525,1545,638,1545,638,1589,525,1589,AMOUNT
764,1558,832,1558,832,1598,764,1598,GST
171,1570,220,1570,220,1599,171,1599,SR
397,1579,421,1579,421,1608,397,1608,6
558,1588,638,1588,638,1621,558,1621,89.26
760,1599,826,1599,826,1632,760,1632,5.36
326,1625,421,1625,421,1658,326,1658,TOTAL :
558,1636,633,1636,633,1671,558,1671,89.26
760,1645,824,1645,824,1680,760,1680,5.36
218,1681,752,1681,752,1745,218,1745,GOODS SOLD ARE NOT RETURNABLE,
397,1729,563,1729,563,1767,397,1767,THANK YOU.
649,799,733,799,733,835,649,835,(GST)
786,808,874,808,874,843,786,843,(GST)
346,645,516,645,516,685,346,685,CS00088810
