780,315,1262,315,1262,362,780,362,TEO HENG STATIONERY & BOOKS
958,361,1087,361,1087,384,958,384,(001451637-M)
823,382,1220,382,1220,407,823,407,NO. 53, JALAN BESAR, 45600 BATANG BERJUNTAI
919,410,1125,410,1125,430,919,430,SELANGOR DARUL EHSAN
852,432,1006,432,1006,450,852,450,TEL : 03-3271 9872
894,454,1149,454,1149,478,894,478,GST NO. : 000689913856
822,510,1228,510,1228,543,822,543,SIMPLIFIED TAX INVOICE
747,570,863,570,863,609,747,609,CASH
744,640,1062,640,1062,673,744,673,RECEIPT NO. : CS1803/28617
1091,646,1297,646,1297,676,1091,676,DATE : 15/03/2018
772,710,852,710,852,735,772,735,ITEM
905,712,967,712,967,742,905,742,QTY
990,713,1040,713,1040,737,990,737,U/P
1062,714,1154,714,1154,741,1062,741,DISC%
1183,706,1301,706,1301,731,1183,731,AMOUNT
1212,732,1271,732,1271,758,1212,758,(RM)
732,772,875,772,875,796,732,796,4974052801334
917,777,943,777,943,799,917,799,48
985,775,1039,775,1039,799,985,799,2.70
1075,777,1125,777,1125,801,1075,801,7.41
1199,778,1293,778,1293,804,1199,804,120.00 *
742,810,904,810,904,835,742,835,- ARTLINE 70
732,886,864,886,864,918,732,918,TOTAL QTY. :
936,891,963,891,963,915,936,915,48
1196,893,1276,893,1276,919,1196,919,120.00
735,954,947,954,947,982,735,982,SUB-TOTAL (EX)
1197,961,1274,961,1274,985,1197,985,120.00
733,993,887,993,887,1021,733,1021,TOTAL TAX
1223,1000,1274,1000,1274,1025,1223,1025,7.20
730,1032,877,1032,877,1057,730,1057,ROUNDING
1222,1041,1274,1041,1274,1064,1222,1064,0.00
731,1071,851,1071,851,1102,731,1102,TOTAL
1167,1079,1269,1079,1269,1111,1167,1111,127.20
729,1111,827,1111,827,1141,729,1141,CASH
1166,1119,1271,1119,1271,1151,1166,1151,127.20
729,1157,880,1157,880,1189,729,1189,CHANGE
1201,1166,1270,1166,1270,1197,1201,1197,0.00
907,1305,1132,1305,1132,1337,907,1337,GST SUMMARY
733,1368,860,1368,860,1392,733,1392,TAX CODE
921,1373,947,1373,947,1394,921,1394,%
1033,1363,1147,1363,1147,1388,1033,1388,AMOUNT
1060,1386,1118,1386,1118,1414,1060,1414,(RM)
1219,1365,1271,1365,1271,1389,1219,1389,TAX
1212,1390,1270,1390,1270,1417,1212,1417,(RM)
741,1438,777,1438,777,1461,741,1461,SR
911,1442,964,1442,964,1465,911,1465,6.00
1043,1444,1121,1444,1121,1468,1043,1468,120.00
1209,1448,1263,1448,1263,1471,1209,1471,7.20
719,1508,823,1508,823,1533,719,1533,TOTAL :
1042,1513,1121,1513,1121,1537,1042,1537,120.00
1210,1517,1262,1517,1262,1540,1210,1540,7.20
723,1572,1266,1572,1266,1604,723,1604,NOTE: (*) INDICATED THE ITEM SOLD HAS BEEN RELATED
724,1599,1073,1599,1073,1629,724,1629,TO GST (GOODS & SERVICES TAX)
786,1669,1210,1669,1210,1701,786,1701,GOODS SOLD ARE NOT RETURNABLE,
928,1702,1068,1702,1068,1726,928,1726,THANK YOU.
1028,435,1184,435,1184,454,1028,454,FAX : 03-3271 9481
1048,960,1060,960,1060,980,1048,980,:
1047,1001,1060,1001,1060,1021,1047,1021,:
1046,1082,1058,1082,1058,1103,1046,1103,:
1046,1122,1056,1122,1056,1142,1046,1142,:
1044,1169,1056,1169,1056,1189,1044,1189,:
