36,211,387,211,387,241,36,241,YONG CEN ENTERPRISE
36,244,408,244,408,277,36,277,9, JALAN SUBANG JASA 3,
37,279,476,279,476,309,37,309,40150 SHAH ALAM, SELANGOR
36,312,280,312,280,340,36,340,TEL: 012-9719498
38,345,359,345,359,373,38,373,GST NO: 001147981824
38,413,118,413,118,437,38,437,CASH
37,474,626,474,626,504,37,504,RECEIPT #: CS00668594 DATE: 06/01/2018
36,511,272,511,272,540,36,540,SALESPERSON :
348,508,549,508,549,535,348,535,TIME: 10:47:00
38,544,195,544,195,570,38,570,COUNTER :
37,610,104,610,104,635,37,635,ITEM
219,609,278,609,278,637,219,637,QTY
319,612,369,612,369,635,319,635,U/P
390,609,521,609,521,634,390,634,AMOUNT
37,642,252,642,252,669,37,669,9555223500000
290,643,324,643,324,667,290,667,24
363,641,425,641,425,667,363,667,2.58
456,641,531,641,531,665,456,665,61.99
37,671,717,671,717,700,37,700,SR:CHAMPIGNONS MUSHROOMS 425G(2 5833X
35,741,279,741,279,766,35,766,TOTAL QUANTITY
355,739,394,739,394,763,355,763,24
38,778,197,778,197,805,38,805,SUB-TOTAL
237,776,310,776,310,801,237,801,61.99
38,810,108,810,108,835,38,835,DISC
195,809,256,809,256,834,195,834,0.00
37,843,98,843,98,868,37,868,GST
194,843,254,843,254,868,194,868,3.72
33,875,92,875,92,901,33,901,TAX
189,874,248,874,248,898,189,898,0.00
38,908,192,908,192,933,38,933,ROUNDING
242,907,306,907,306,932,242,932,-0.01
36,939,127,939,127,967,36,967,TOTAL
198,940,274,940,274,964,198,964,65.70
33,973,120,973,120,997,33,997,CASH
201,970,278,970,278,996,201,996,65.70
37,1005,163,1005,163,1031,37,1031,CHANGE
236,1006,296,1006,296,1029,236,1029,0.00
38,1068,584,1068,584,1099,38,1099,GOODS SOLD ARE NOT RETURNABLE,
38,1104,212,1104,212,1130,38,1130,THANK YOU.
