107,252,641,252,641,286,107,286,B & BEST RESTAURANT
266,291,447,291,447,321,266,321,(001610235-P)
205,324,522,324,522,353,205,353,GST NO. : 001800839168
133,361,596,361,596,387,133,387,NO.12,JALAN SS4C/5,PETALING JAYA
214,394,511,394,511,428,214,428,SELANGOR DARUL EHSAN
235,432,491,432,491,460,235,460,TEL : 012-2060 778
251,467,460,467,460,492,251,492,**TAX INVOICE**
21,536,376,536,376,565,21,565,BILL NO: 00133886 / POS01
21,572,292,572,292,602,21,602,BIZDATE: 19/04/2017
21,606,246,606,246,640,21,640,CASHIER: MANAGER
20,640,462,640,462,669,20,669,PRINTED: 19/04/2017 12:44:57 PM
673,638,704,638,704,665,673,665,RM
22,711,35,711,35,738,22,738,2
162,710,462,710,462,739,162,739,FISHBALL NOODLE @7.00
633,708,703,708,703,735,633,735,14.00
22,780,37,780,37,810,22,810,2
62,782,195,782,195,808,62,808,SUB TOTAL
634,779,703,779,703,805,634,805,14.00
63,814,152,814,152,845,63,845,GST 6%
642,812,702,812,702,840,642,840,0.84
63,849,234,849,234,878,63,878,ROUNDING ADJ
646,848,703,848,703,873,646,873,0.01
64,943,193,943,193,972,64,972,NET TOTAL
631,919,705,919,705,969,631,969,14.85
62,976,124,976,124,1005,62,1005,CASH
633,972,703,972,703,999,633,999,14.85
63,1032,150,1032,150,1061,63,1061,CHANGE
644,1010,705,1010,705,1058,644,1058,0.00
135,1136,586,1136,586,1166,135,1166,THANK YOU...PLEASE COME AGAIN...
75,1169,645,1169,645,1198,75,1198,HTTPS://N.FACEBOOK.COM/B-BEST-RESTAURANT
160,1201,563,1201,563,1231,160,1231,ALL ITEM WILL BE CHARGES GST
220,1218,601,1218,601,1323,220,1323,POSTED
