846,264,1333,264,1333,306,846,306,TEO HENG STATIONERY & BOOKS
1030,308,1156,308,1156,327,1030,327,(001451637-M)
894,330,1290,330,1290,350,894,350,NO. 53, JALAN BESAR, 45600 BATANG BERJUNTAI
990,355,1195,355,1195,372,990,372,SELANGOR DARUL EHSAN
925,379,1075,379,1075,395,925,395,TEL : 03-3271 9872
1099,379,1257,379,1257,394,1099,394,FAX : 03-3271 9481
965,399,1219,399,1219,420,965,420,GST NO. : 000689913856
897,456,1302,456,1302,486,897,486,SIMPLIFIED TAX INVOICE
824,524,938,524,938,559,824,559,CASH
824,592,1138,592,1138,619,824,619,RECEIPT NO. : CS1801/27175
1170,590,1375,590,1375,612,1170,612,DATE : 27/01/2018
827,759,1240,759,1240,782,827,782,- DOUBLE SIDE FOAM TAPE 18MM
825,849,1102,849,1102,874,825,874,- CAMIS SQ BOOK 200
854,660,929,660,929,683,854,683,ITEM
986,657,1046,657,1046,687,986,687,QTY
1069,658,1116,658,1116,680,1069,680,U/P
1141,655,1230,655,1230,680,1141,680,DISC%
1264,646,1380,646,1380,666,1264,666,AMOUNT
1294,669,1349,669,1349,695,1294,695,(RM)
814,723,860,723,860,746,814,746,1355
1004,724,1020,724,1020,744,1004,744,1
1065,719,1118,719,1118,742,1065,742,3.96
1156,719,1207,719,1207,742,1156,742,4.09
1306,718,1374,718,1374,741,1306,741,3.80 *
813,814,958,814,958,836,813,836,9557950605126
1003,813,1019,813,1019,834,1003,834,5
1068,810,1117,810,1117,833,1068,833,2.74
1157,811,1208,811,1208,832,1157,832,4.96
1294,810,1375,810,1375,831,1294,831,13.00 *
813,902,956,902,956,927,813,927,9557369315029
1006,902,1018,902,1018,927,1006,927,1
1068,900,1118,900,1118,923,1068,923,5.47
1157,902,1209,902,1209,923,1157,923,4.96
1307,899,1373,899,1373,922,1307,922,5.20 *
815,997,958,997,958,1020,815,1020,9557369305006
1007,997,1019,997,1019,1018,1007,1018,1
1067,995,1120,995,1120,1016,1067,1016,3.96
1158,994,1207,994,1207,1017,1158,1017,4.09
1307,992,1376,992,1376,1015,1307,1015,3.80 *
893,1897,1316,1897,1316,1924,893,1924,GOODS SOLD ARE NOT RETURNABLE,
1034,1930,1174,1930,1174,1953,1034,1953,THANK YOU.
827,941,1235,941,1235,967,827,967,- EAGLE F4 200 FOOLSCAP BOOK
827,1033,1314,1033,1314,1058,827,1058,- EAGLE F4 120 NUMBERING FOOLSCAP
846,1065,921,1065,921,1086,846,1086,BOOK
820,1124,950,1124,950,1153,820,1153,TOTAL QTY. :
1031,1122,1047,1122,1047,1143,1031,1143,8
822,1188,1036,1188,1036,1215,822,1215,SUB-TOTAL (EX)
822,1231,975,1231,975,1253,822,1253,TOTAL TAX
823,1269,969,1269,969,1294,823,1294,ROUNDING
822,1308,944,1308,944,1335,822,1335,TOTAL
823,1348,917,1348,917,1377,823,1377,CASH
822,1393,971,1393,971,1422,822,1422,CHANGE
1137,1190,1147,1190,1147,1208,1137,1208,:
1137,1230,1147,1230,1147,1249,1137,1249,:
1136,1269,1146,1269,1146,1287,1136,1287,:
1137,1311,1147,1311,1147,1331,1137,1331,:
1137,1349,1148,1349,1148,1370,1137,1370,:
1137,1399,1149,1399,1149,1416,1137,1416,:
1295,1118,1363,1118,1363,1141,1295,1141,25.80
1298,1184,1364,1184,1364,1206,1298,1206,25.80
1312,1224,1361,1224,1361,1247,1312,1247,1.55
1311,1265,1364,1265,1364,1286,1311,1286,0.00
1274,1305,1359,1305,1359,1334,1274,1334,27.35
1274,1344,1361,1344,1361,1372,1274,1372,27.35
1294,1389,1362,1389,1362,1418,1294,1418,0.00
1007,1536,1224,1536,1224,1563,1007,1563,GST SUMMARY
831,1602,958,1602,958,1623,831,1623,TAX CODE
1021,1601,1042,1601,1042,1622,1021,1622,%
1132,1589,1246,1589,1246,1612,1132,1612,AMOUNT
1159,1614,1214,1614,1214,1639,1159,1639,(RM)
1318,1588,1369,1588,1369,1610,1318,1610,TAX
1310,1612,1367,1612,1367,1638,1310,1638,(RM)
841,1674,878,1674,878,1695,841,1695,SR
1012,1671,1063,1671,1063,1693,1012,1693,6.00
1154,1668,1220,1668,1220,1693,1154,1693,25.80
1311,1669,1362,1669,1362,1693,1311,1693,1.55
822,1743,924,1743,924,1766,822,1766,TOTAL :
1156,1740,1221,1740,1221,1763,1156,1763,25.80
1313,1738,1364,1738,1364,1762,1313,1762,1.55
826,1804,1370,1804,1370,1832,826,1832,NOTE: (*) INDICATED THE ITEM SOLD HAS BEEN RELATED
829,1831,1175,1831,1175,1857,829,1857,TO GST (GOODS & SERVICES TAX).
