256,212,508,212,508,248,256,248,THE COFFEE BEAN
190,266,586,266,586,301,190,301,& TEA LEAF (M) SDN. BHD.
206,317,542,317,542,351,206,351,COMPANY NO.:441970-H
190,367,567,367,567,401,190,401,UNIT G047, GROUND FLOOR
227,417,534,417,534,452,227,452,MID VALLEY MEGAMALL
96,467,668,467,668,501,96,501,MID VALLEY CITY, LINGKARAN SYED PUT
242,517,537,517,537,551,242,551,59200 KUALA LUMPUR
225,565,557,565,557,597,225,597,GST NO.:000384106496
292,615,474,615,474,650,292,650,TAX INVOICE
84,666,341,666,341,698,84,698,15/12/2017 18:01
437,660,746,660,746,697,437,697,A546756
81,718,136,718,136,752,81,752,QTY
192,715,391,715,391,752,192,752,DESCRIPTIONS
566,717,665,717,665,748,566,748,AMOUNT
81,820,98,820,98,854,81,854,1
195,818,489,818,489,857,195,857,ICED CAFE LATTE -R
583,817,697,817,697,854,583,854,12.08 T
81,873,101,873,101,902,81,902,1
196,870,495,870,495,906,196,906,ICED DOUBLE CHOC-S
586,871,700,871,700,902,586,902,11.14 T
194,920,441,920,441,951,194,951,BLACKFOREST CHZ
582,920,699,920,699,956,582,956,10.84 T
190,1012,372,1012,372,1053,190,1053,STTL
582,1006,806,1006,806,1052,582,1052,34.06
200,1071,384,1071,384,1101,200,1101,10% SVC CHG
605,1066,671,1066,671,1101,605,1101,3.41
194,1116,295,1116,295,1151,194,1151,6% GST
596,1117,666,1117,666,1151,596,1151,2.25
194,1216,245,1216,245,1253,194,1253,TTL
585,1218,667,1218,667,1252,585,1252,39.72
194,1267,408,1267,408,1303,194,1303,ROUNDING ADJ.
586,1269,668,1269,668,1301,586,1301,-0.02
80,1319,100,1319,100,1351,80,1351,3
199,1312,413,1312,413,1352,199,1352,TOTAL
585,1308,804,1308,804,1352,585,1352,39.70
200,1372,269,1372,269,1407,200,1407,CASH
590,1371,672,1371,672,1403,590,1403,39.70
191,1416,461,1416,461,1457,191,1457,CHANGE
632,1417,808,1417,808,1458,632,1458,0.00
81,1572,265,1572,265,1609,81,1609,GST SUMMARY
401,1576,510,1576,510,1608,401,1608,AMOUNT
618,1573,665,1573,665,1608,618,1608,TAX
79,1622,104,1622,104,1657,79,1657,T
417,1624,509,1624,509,1658,417,1658,37.47
598,1628,664,1628,664,1662,598,1662,2.25
81,1670,277,1670,277,1710,81,1710,Z:ZERO RATED
437,1678,505,1678,505,1711,437,1711,0.00
601,1679,666,1679,666,1711,601,1711,0.00
210,1828,475,1828,475,1865,210,1865,SIMPLY THE BEST!
161,1877,570,1877,570,1919,161,1919,I BEAN POINTS EARNED FROM
160,1925,522,1925,522,1966,160,1966,JAN-DEC WILL EXPIRE BY
112,1977,584,1977,584,2017,112,2017,31ST MARCH THE FOLLOWING YEAR
129,2389,734,2389,734,2433,129,2433,SCAN AND PROVIDE US YOUR FEEDBACK!
73,2536,165,2536,165,2567,73,2567,TBL10
72,2580,516,2580,516,2619,72,2619,CSH:F0106 OL-BICKY RANA 600
72,2634,433,2634,433,2670,72,2670,POS:T002 SHF:201712151
164,1624,213,1624,213,1656,164,1656,GST
