98,26,321,26,321,66,98,66,TAN CHAY YEE
138,95,279,95,279,120,138,120,*** COPY ***
80,119,329,119,329,140,80,140,OJC MARKETING SDN BHD
129,142,287,142,287,160,129,160,ROC NO: 538358-H
104,163,306,163,306,182,104,182,NO 2 & 4, JALAN BAYU 4,
123,185,286,185,286,205,123,205,BANDAR SERI ALAM,
116,205,292,205,292,223,116,223,81750 MASAI, JOHOR
69,226,339,226,339,248,69,248,TEL:07-388 2218 FAX:07-388 8218
110,249,300,249,300,272,110,272,EMAIL:NG@OJCGROUP.COM
145,291,266,291,266,313,145,313,TAX INVOICE
27,326,109,326,109,341,27,341,INVOICE NO
116,322,259,322,259,343,116,343,: PEGIV-1030765
25,347,72,347,72,365,25,365,DATE
121,348,326,348,326,363,121,363,: 15/01/2019 11:05:16 AM
20,369,84,369,84,387,20,387,CASHIER
120,367,253,367,253,385,120,385,: NG CHUAN MIN
29,390,180,390,180,408,29,408,SALES PERSON : FATIN
27,412,71,412,71,429,27,429,BILL TO
119,412,365,412,365,428,119,428,: THE PEAK QUARRY WORKS
23,441,87,441,87,465,23,465,ADDRESS
112,444,140,444,140,459,112,459,:.
26,527,114,527,114,543,26,543,DESCRIPTION
183,525,210,525,210,544,183,544,QTY
231,526,274,526,274,544,231,544,PRICE
295,528,357,528,357,544,295,544,AMOUNT
22,550,105,550,105,564,22,564,000000111
199,550,215,550,215,565,199,565,1
217,549,271,549,271,566,217,566,193.00
304,549,383,549,383,566,304,566,193.00 SR
22,576,254,576,254,591,22,591,KINGS SAFETY SHOES KWD B05
28,611,73,611,73,633,28,633,QTY: 1
108,610,250,610,250,629,108,629,TOTAL EXCLUDE GST:
299,613,354,613,354,629,299,629,193.00
122,632,252,632,252,653,122,653,TOTAL GST @6%:
319,633,357,633,357,652,319,652,0.00
103,654,253,654,253,673,103,673,TOTAL INCLUSIVE GST:
305,656,357,656,357,672,305,672,193.00
158,675,251,675,251,691,158,691,ROUND AMT:
319,674,357,674,357,691,319,691,0.00
173,697,240,697,240,718,173,718,TOTAL:
290,699,355,699,355,718,290,718,193.00
145,729,231,729,231,745,145,745,VISA CARD
304,729,356,729,356,746,304,746,193.00
93,751,228,751,228,769,93,769,XXXXXXXXXXXX4318
89,772,231,772,231,793,89,793,APPROVAL CODE:000
34,843,371,843,371,866,34,866,GOODS SOLD ARE NOT RETURNABLE & REFUNDABLE
44,865,362,865,362,886,44,886,****THANK YOU. PLEASE COME AGAIN.****
