64,72,618,72,618,98,64,98,GARDENIA BAKERIES (KL) SDN BHD (139386 X)
203,97,475,97,475,119,203,119,LOT 3, JALAN PELABUR 23/1,
189,119,489,119,489,144,189,144,40300 SHAH ALAM, SELANGOR.
149,142,333,142,333,163,149,163,TEL: 03- 55423228
217,165,464,165,464,188,217,188,GST ID: 000381399040
164,204,514,204,514,248,164,248,TAX INVOICE / ADJUSTMENT NOTE
272,266,540,266,540,303,272,303,CASH INV NO.: 7920F714
54,303,138,303,138,325,54,325,VE0514
347,306,546,306,546,329,347,329,DATE: 20/09/2017
50,332,400,332,400,370,50,370,MAKASSAR FRESH MARKET SDN BHD
52,374,340,374,340,397,52,397,GROUND FLOOR, NO. 4 & 6,
52,398,230,398,230,421,52,421,JALAN SS 15/4B,
52,421,376,421,376,444,52,444,47500 SUBANG JAYA, SELANGOR
52,442,298,442,298,466,52,466,VE05: RIDZUAN (11900)
279,466,438,466,438,488,279,488,DD: 20/09/2017
462,467,517,467,517,489,462,489,12:18
47,496,181,496,181,515,47,515,DESCRIPTION
199,495,239,495,239,514,199,514,U.P
354,496,370,496,370,515,354,515,D
448,497,534,497,534,518,448,518,AMT(RM)
47,530,169,530,169,551,47,551,O.C. WHITE
191,532,238,532,238,552,191,552,2.13
272,533,285,533,285,552,272,552,5
318,534,333,534,333,552,318,552,0
354,533,370,533,370,553,354,553,0
413,534,427,534,427,553,413,553,5
474,533,534,533,534,555,474,555,10.65
45,554,156,554,156,575,45,575,WHOLEMEAL
189,556,238,556,238,575,189,575,2.78
272,557,286,557,286,575,272,575,5
317,557,334,557,334,575,317,575,0
353,558,369,558,369,576,353,576,0
413,557,428,557,428,579,413,579,5
474,558,533,558,533,577,474,577,13.90
208,586,425,586,425,629,208,629,TOTAL 0% SUPPLIES:
469,591,533,591,533,623,469,623,24.55
48,633,157,633,157,659,48,659,CR-CHOCLT
189,636,238,636,238,656,189,656,0.72
271,638,286,638,286,656,271,656,0
318,639,332,639,332,657,318,657,2
354,638,368,638,368,657,354,657,0
401,639,428,639,428,657,401,657,-2
471,640,534,640,534,659,471,659,-1.44
67,666,430,666,430,711,67,711,TOTAL 6% SUPPLIES (EXCL. GST):
471,669,538,669,538,707,471,707,-1.44
375,718,425,718,425,753,375,753,GST:
472,719,534,719,534,754,472,754,-0.09
79,766,426,766,426,810,79,810,TOTAL 6% SUPPLIES (INC. GST):
470,770,531,770,531,803,470,803,-1.53
206,813,425,813,425,856,206,856,TOTAL 0% SUPPLIES:
468,816,533,816,533,851,468,851,24.55
256,861,424,861,424,907,256,907,TOTAL PAYABLE:
468,866,531,866,531,900,468,900,23.02
86,923,143,923,143,946,86,946,.0.E.
85,948,579,948,579,973,85,973,EIVED ABOVE GOODS IN GOOD ORDER CONDITION.
95,974,510,974,510,996,95,996,RECIPIENT OF GARDENIA'S PRODUCTS IS
97,997,582,997,582,1021,97,1021,IRED TO MAKE NECESSARY ADJUSTMENTS TO ITS
98,1021,489,1021,489,1043,98,1043,T TAX CLAIMS, ON THE BASIC OF THE
96,1044,511,1044,511,1065,96,1065,STMENTS SHOWN IN THIS TAX INVOICE /
97,1068,229,1068,229,1088,97,1088,STMENT NOTE
213,1094,451,1094,451,1117,213,1117,CUSTOMER'S COPY
349,144,531,144,531,164,349,164,FAX:03- 55423213
250,496,287,496,287,515,250,515,ISS
296,496,336,496,336,516,296,516,EXC
379,496,428,496,428,516,379,516,SALE
